,id,date,genre,text,pre_target,nb_tokens,stance,sujet,pre_gemma
569,2064,20/02/2012,Femme,"Expérience très enrichissante, l'équipe est très sympa, on est vraiment bien acceuilli.  Deux choses m'ont particulièrement frappé, la première c'est que malgré les -10 degrès lors de ma nuit au samu social, seuls 3 personnes ont voulu allé dans un centre d'acceuil pour la nuit sur les 28 signalements que nous sommes allé voir. Les centres d'acceuil sont vraiment mal considérés par les habitués. Apparemment ils n'aiment pas la promiscuité avec les autres/les vols/le fait d'être ""viré"" du centre à maximum 8h du matin.  L'autre chose qui m'a frappé c'est le manque de moyen dont souffre les équipes. Je me souviens de 2 personnes SDF qui étaient pied nu (-10°) et voulaient une paire de chaussette, l'équipe n'a pu donner qu'une seule paire de chaussette pour les 2 ""à partager"" car il n'y en avait pas assez.  Globalement je suis très contente d'avoir fait cette nuit, le rôle du samu social est plus que nécessaire.","(centres d'accueil, Contre) (promiscuité/vols/éviction matinale, Contre) (manque de moyens des équipes, Contre)",232.0,"['Contre', 'Contre', 'Contre']","[""centres d'accueil"", 'promiscuité/vols/éviction matinale', 'manque de moyens des équipes']","(centres d'accueil, Contre)
(moyens pour les équipes, Contre)
(rôle du samu social, Pour) 
"
570,1424,28/11/2014,Femme,"Cette expérience avec le SAMU SOCIAL fut très enrichissante. C'était intéressant de voir le travail qu'ils font, ce qu'il se passe dans les rues de Paris pendant que tout le monde dort et ce qui est proposé aux personnes se retrouvant dans la rue.   D'un point de vue personnel, j'ai apprécié que l'on nous propose une garde en dehors de l'hôpital, que l'on nous fasse voir un autre milieu que le milieu hospitalier. Cette garde m'a conforté dans mon envie de faire de l'humanitaire et m'a même remotivé quant à mes études de médecine.    Le seul point négatif de la garde est que nous n'avons pas de grand rôle à part celui d'observateur. J'aurais aimé être venue par exemple avec un stéthoscope et être invité à proposer mon avis quant à la prise en charge médicale des personnes (juste sur le fait de leur conseiller d'aller voir un médecin par exemple).","(SAMU SOCIAL, Pour)(humanitaire, Pour)(rôle d'observateur, Contre)",194.0,"['Pour', 'Pour', 'Contre']","['SAMU SOCIAL', 'humanitaire', ""rôle d'observateur""]","(expérience avec le SAMU SOCIAL, Pour)
(garde en dehors de l'hôpital, Pour)
(rôle d'observateur, Contre) 
"
571,2227,29/08/2011,Femme,"Je pense que c'est une expérience indispensable pour le futur médecin, qui par définition devrait etre un humaniste.  J'avoue m'etre pas mal ennuyée pendant la maraude, mais les équipes étaient très acceuillantes et sympathiques. Enfin, ça m'a permis d'avoir pour la première fois un contact direct avec les sans-abris, de discuter avec eux, voir dans quelles conditions ils vivent, et me rendre compte par les faits de la prise en charge sociale qu'on offre aux démunis (et qui est soit disant je pense très mauvaise) en ile de france.","(expérience indispensable pour le futur médecin, Pour) (prise en charge sociale des démunis en Île-de-France, Contre)",121.0,"['Pour', 'Contre']","['expérience indispensable pour le futur médecin', 'prise en charge sociale des démunis en Île-de-France']","(expérience médicale, Pour)
(accueil et sympathie des équipes, Pour)
(prise en charge sociale des démunis, Contre) 
"
572,1055,16/02/2016,Homme,L'idée d'une soirée de maraude avec le 115 est intéressante d'un point de vu humain mais je lui trouve moins d'intérêt dans le cadre de la formation médicale en comparaison avec les autres doubles écoutes. C'est  agréable de rendre service aux démunis mais je ne comprend pas bien en quoi cela nous aidera à améliorer nos relations avec les patients. Se mettre à la place de l'autre?   Une consultation avec un médecin pénitentiaire serai un moyen de lutter contre les jugements de valeur que l'on peut avoir naturellement.,"(soirée de maraude avec le 115, Contre)(formation médicale par rapport à la maraude, Contre)(consultation avec un médecin pénitentiaire, Pour)",110.0,"['Contre', 'Contre', 'Pour']","['soirée de maraude avec le 115', 'formation médicale par rapport à la maraude', 'consultation avec un médecin pénitentiaire']","(soirée de maraude avec le 115, Contre)
(formation médicale, Contre)
(consultation avec un médecin pénitentiaire, Pour) 
"
573,610,02/09/2017,Homme,"Au début de la garde, nous avons été accueilli par une responsable du SAMU social qui nous a expliqué les missions, les actions et les difficultés de l'association.	  Cette partie là était très intéressante puisqu'elle m'a permis de comprendre et de mieux appréhender cette association que je ne connaissais que de nom.    Après cette introduction nous avons été affecté à des bénévoles qui s'occupaient de la permanence du 115.  Cette partie là aussi était intéressante et permet de réaliser la pauvreté des moyens à la disposition du SAMU social.    Après ça nous sommes allé au briefing des équipes. Celui ci consiste à donner des nouvelles de certaines personnes connues des équipes, à faire la liste des gens à aller chercher et à répartir les équipes dans les camions.    Nous partons ensuite dans le camion avec l'équipe. La mienne était composée d'un conducteur et d'une infirmière uniquement.  Pendant la nuit nous sommes allé chercher deux femmes enceintes pour les amener dans un centre où elles avaient des places réservées. Nous avons également discuté à plusieurs occasions avec des SDF et nous sommes allé donner des avis infirmiers dans un centre d'hébergement.    Pour ma part je n'ai pas trouvé cette garde utile ni ne présentant d'intérêts.    Convaincre un SDF de venir dans un centre où il a un lit infirmier de réservé alors que celui ci est réticent n’est pas différent que de prendre le temps d’expliquer un examen à un patient le refusant dans un premier temps par peur ou ignorance.  N’importe quel stage nous offre déjà l’occasion de s’exercer à parler à des gens de tous les horizons sociaux.    De plus la maraude amène à faire de nombreux trajets en camion. Tout ce temps, passé sur les routes n’apporte pas grand-chose en matière d’expérience humaine.  Il n’est pas possible de discuter avec les éventuels passagers puisque ceux ci sont à l’arrière et de toute façon trop fatigué pour partager leurs expériences. L’équipe discute donc entre elle, ce qui est très sympathique, mais n’apporte pas grand-chose de particulier.    Enfin je n’ai pas besoin d’une garde au SAMU social pour savoir qu’il y a de la misère à Paris, et que cette pauvreté peut présenter de nombreux visages.    Et bien sûr, même si ce n'est pas son objectif, elle ne présente aucun intérêt sur le plan médical.  Son seul intérêt est quel permet de comprendre comment fonctionne le SAMU social.  Ce qui n'est pas beaucoup pour une garde même si elle se termine à 3 heures du matin.","(SAMU social, Neutre) (Utilité de la garde, Contre) (Expériences humaines, Contre)",544.0,"['Neutre', 'Contre', 'Contre']","['SAMU social', 'Utilité de la garde', 'Expériences humaines']","(Le SAMU social, Contre)
(L'expérience humaine, Contre)
(L'intérêt médical, Contre) 
"
574,1684,07/07/2013,Femme,"Je pensais avoir beaucoup de choses à dire de mon expérience au SAMU Social, autour de moi tous mes amis en parlé chaleureusement et avec entrain, j'avais préparé cette évaluation avant de partir à ma garde. Et puis le lendemain je me suis rendue compte que je n'avais rien à dire. Malheureusement pour moi cette expérience humaine a été très pauvre, pauvre en évènements, pauvre en contact humain, pauvre en discussions et finalement pauvre en apprentissage. La seule expérience que je retiendrais est celle de la double écoute du 115 où j'ai été accueillie par une ambiance très chaleureuse, par des jeunes femmes désireuses de nous intégrer et de nous intéressées à leur travail. Sur cette bonne lancée, j'attendais énormément du reste de la nuit et puis je me suis retrouvée dans une équipe discrète, ils m'ont à peine adressés la parole et se parlé peu entre eux aussi. La travailleuse sociale de l'équipe était une femme d'une cinquantaine d'année qui me donnait l'impression d'énormément la gêner et que finalement plus j'étais discrète mieux ça se passerai. Du coup j'ai juste assisté à une maraude calme, avec des gens calme où j'ai été calme.","(Expérience au SAMU Social, Contre)(Ambiance pendant la double écoute du 115, Pour)",257.0,"['Contre', 'Pour']","['Expérience au SAMU Social', 'Ambiance pendant la double écoute du 115']","(SAMU Social, Contre) (équipe de l'expérience, Contre) (Travailleuse sociale, Contre) 
"
575,1928,30/07/2012,Femme,"J'ai apprécié cette garde car j'ai pu voir de tout, du sans abri alcoolique avec des propos violents à la vieille dame souriante et marrante connue du samu social. J'ai trouvé que l'équipe de la maraude était motivée, et qu'elle avait l'air contente de recevoir des étudiants de médecine pour nous faire partager leur métier et nous expliquer les missions du samu social: principalement celle d'aider les gens à sortir de leur précarité (par exemple: ils ne distribuent pas de repas mais ils leur donne des adresses d'endroits où ils pourront manger, leur trouver un hébergement s'il y a de la place et leur conseiller de voir l'assistante sociale du centre pour essayer de trouver un logement à plus long terme). C'est également intéressant de discuter avec ces personnes qui nous racontent leurs histoires et nous explique parfois la raison pour laquelle elles se trouvent à la rue aujourd'hui. Ce qui m'a déplu c'est le sans abri alcoolisé et violent avec qui je me suis retrouvée à l'arrière. Sinon j'ai pu discuté avec un homme d'une cinquantaine d'année très aimable à qui on a pu proposé un hébergement en centre d'urgence qui à insisté pour y aller par ses propres moyens. Il était très brillant et me parlait de ses voyages.","(Garde, Pour) (Maraude, Pour) (Sans abri alcoolisé et violent, Contre)",270.0,"['Pour', 'Pour', 'Contre']","['Garde', 'Maraude', 'Sans abri alcoolisé et violent']","(samu social, Pour)
(Hébergement pour les sans abris, Pour)
(Approche du conseil et de l'aide, Pour)  

"
576,1135,07/11/2015,Femme,"Je suis allée à cette garde à reculons, mais à posteriori je ne regrette pas du tout cette expérience (aussi bien la double écoute que la maraude ) .    La double écoute a été très enrichissante mais difficile psychologiquement car je redoutais les moments où l'on devait expliquer qu'il n'y avait plus de place. Notamment lorsqu'il a fallu refuser à un homme , très malade avec un traitement lourd mais qui  avait trop souvent dormi dans un centre. Cela m'a permis de savoir un peu mieux quelles étaient les structures qui existent sur Paris pour recueillir les SDF.Je pense qu'en tant que futur soignant cette double écoute est très enrichissante aussi bien d'un point de vue pratique ( je ne connaissais pas avant cette garde le 115 ) que humain (cela m'a permis de mieux comprendre les personnes qui se rendent aux Urgences pour trouver un abris pour dormir ) .  La maraude c'est très bien passée, l'équipe a été très accueillante. Une rencontre m'a particulièrement touchée : c'était une famille (une mère avec deux enfants de bas âge ) qui n'avait pas de lieu pour dormir. Cette mère avait peur que la police vienne lui enlève ses enfants et nous demandait de l'aide. Nous n'avons malheureusement  rien pu faire à part donner du thé et des biscuits.","(double écoute, Pour) (115, Neutre) (maraude, Pour)",279.0,"['Pour', 'Neutre', 'Pour']","['double écoute', '115', 'maraude']","(double écoute, Pour)
(maraude, Pour)
(structures d'aide aux SDF, Neutre) 
"
577,1320,24/03/2015,Femme,J' ai été très étonnée de voir à quel point les places dans les centres d'accueil pour les SDF partaient rapidement. En une minute les 6 dernières places étaient déjà attribuées et il n'était que 20heures. J'ai aussi été très étonné de voir que le camion du SAMU social se faisait de temos en temps dévalisé par des toxicomanes qui après revendent les duvets et les couettes pour se faire un peu d'argent. En tout cas j'ai appris que la mission du SAMU social n'était pas la distribution de boissons chaudes ni de duvet mais plutôt un véritable travail d'orientation vers les centres où il pourra seulement y avoir un vrai travail social de fond et puis débuter la réinsertion.,"(places dans les centres d'accueil pour les SDF, Neutre)(dévalisation du camion du SAMU social, Neutre)(mission du SAMU social, Neutre)",157.0,"['Neutre', 'Neutre', 'Neutre']","[""places dans les centres d'accueil pour les SDF"", 'dévalisation du camion du SAMU social', 'mission du SAMU social']","(places dans les centres d'accueil pour les SDF, Pour)
(camion du SAMU social, Contre)
(mission du SAMU social, Neutre) 
"
578,494,27/12/2017,Homme,"A propos de la double écoute, on se rend compte réellement à quel point les demandes d'hébergement dépassent les places disponibles. Mais, on prend connaissance de nombreuses autres aides qui sont disponibles sur Paris. Même si ce temps de double écoute est trop court, il permet d'avoir un aperçu direct des difficultés rencontrées ""sur le terrain"" au quotidien et de la détresse des personnes dans le besoin; complètement différent de ce dont on peut voir à l'hôpital où on ne se concentre que sur la maladie ou la plainte mais pas sur les conditions de vie dans sa globalité.  Malheureusement, j'ai été affecté dans la seule équipe de maraude ""pure"", qui tournait cette nuit dans un quartier plutôt bourgeois avec aucune personne dans les rues. Cependant l'équipe était génial, à su me mettre immédiatement à l'aise et était très disponible pour répondre aux questions.   Ainsi nous avons pris en charge qu'un seul signalement (du coup exceptionnel pour cette équipe) qui m'a permis de comprendre la démarche complète. J'ai par ailleurs dû prendre mon courage à 2 mains pour ausculter la jambe de cette femme enceinte, le contexte étant absolument différent de ce dont j'ai eu l'habitude (pas de médecin, patient migrant après un voyage traumatisant et visiblement difficile physiquement, dans la difficulté pour se nourrir ou tenir au chaud son enfant...) C'est aussi ce qui en fait une expérience enrichissante que je ne regrette pas d'avoir vécu.  Le fait de pouvoir vraiment venir en aide aux personnes qui le demandent est une denrée rare, même parfois en médecine, et je suis donc très content d'y avoir pris part.  Sera-t-il possible un jour de faire d'autres gardes, après petite formation, en remplacant de l'infirmière par exemple (en tant qu'externe vu que les compétences medicales nécessaires sont plutôt limitées) ?  Veraphael@gmail.com","(demandes d'hébergement, Neutre) (disponibilité des aides à Paris, Pour) (expérience de terrain confrontée à celle de l'hôpital, Pour)",393.0,"['Neutre', 'Pour', 'Pour']","[""demandes d'hébergement"", 'disponibilité des aides à Paris', ""expérience de terrain confrontée à celle de l'hôpital""]","(double écoute, Pour)
( aides disponibles à Paris, Neutre)
(expérience de la garde, Pour) 
"
579,237,15/02/2019,Femme,Très bonne expérience. L'équipe super sympa.  Le contact avec les personnes dans le besoin était super enrichissant.   J'ai eté etonnée de la variété d'âge et de milieu dont lesquels sont issues les personnes nous appelant pour que l'on viennent les aider ou simplement les personnes qu'on croise durant la maraude.  Un grand bravo a cette équipe!,"(Expérience, Pour)(Équipe, Pour)(Contact avec les personnes dans le besoin, Pour)",75.0,"['Pour', 'Pour', 'Pour']","['Expérience', 'Équipe', 'Contact avec les personnes dans le besoin']","(équipe, Pour)
(expérience, Pour)
(variété d'âge et de milieu, Neutre) 
"
580,552,20/10/2017,Homme,"La garde au SAMU social fut une expérience très enrichissante sur le plan humain, et je pense qu'elle me sera véritablement profitable dans mes relations futures à l'hôpital avec des patients sans abris.    La maraude était le point fort de la nuit,avec une équipe très accueillante qui m'a sensibilisé sur l'accueil parfois déplorable qui peut être réservé aux sans abris dans les structures de soin. Les personnes rencontrées dans la rue étaient pour certaines très touchantes et cela m'a permis de réviser le regard que je portais sur elles.  La double écoute était en revanche moins intéressante que le reste de la nuit. Les échanges que j'ai pu entendre étaient très axés sur des démarches administratives et d'orientation vers des structures de soin qui sont certes nécessaires mais étaient relativement peu intéressantes et ne me concerneront probablement pas à l'avenir dans la suite de mon parcours.","(garde au SAMU social, Pour) (maraude, Pour) (double écoute, Contre)",185.0,"['Pour', 'Pour', 'Contre']","['garde au SAMU social', 'maraude', 'double écoute']","(garde au SAMU social, Pour)
(accueil des sans abris dans les structures de soin, Contre)
(double écoute, Neutre) 
"
581,521,21/11/2017,Femme,"Cette expérience représente bien la médecine à mes yeux : c'est-à-dire une grande aventure humaine. C'est une chance ineffable de pouvoir plonger dans la profondeur de l'homme. ""L'homme - dont parle Victor Hugo - tellement ruiné qu'il n'a plus que son honneur, tellement dépouillé qu'il n'a plus que sa conscience, tellement isolé qu'il n'a plus près de lui que l'équité, tellement renié qu'il n'a plus avec lui que la vérité, tellement jeté aux ténèbres qu'il ne lui reste plus que le soleil...""  Sauf qu'en ce moment, il ne lui reste que le froid, l'homme à la rue.  Le SAMU social c'est l'urgence face au silence du monde, c'est la révolte face à l'isolement de l'autre.  Merci à la faculté pour cette expérience qui marque la conscience d'une vie.","(médecine, Pour) (SAMU social, Pour) (homme à la rue, Neutre)",188.0,"['Pour', 'Pour', 'Neutre']","['médecine', 'SAMU social', 'homme à la rue']","(Médecine, Pour)
(L'isolement de l'homme, Contre)
(Le SAMU social, Pour) 
"
582,1648,20/08/2013,Femme,"Cette garde au SAMU SOCIAL fut très intéressante. J'ai appris beaucoup de choses sur le fonctionnement du SAMU SOCIAL et sur les situations auxquelles on est confronté lors des gardes. Aller à la rencontre des SDF, leur parler, et les aider comme on peut m'a beaucoup appris au niveau humain. Le travailleur social, l'infirmière et l'ambulancière étaient très sympathiques, il y avait une très bonne ambiance. Le temps est passé vite!  Je pense que cette garde m'a donné envie d'aller plus souvent vers les gens dans la rue, et de les aider même si ce n'est qu'avec un pain au chocolat, de l'eau, ou en leur parlant.","(SAMU SOCIAL, Pour) (rencontre avec les SDF, Pour) (travailleur social, Pour)",144.0,"['Pour', 'Pour', 'Pour']","['SAMU SOCIAL', 'rencontre avec les SDF', 'travailleur social']","(SAMU SOCIAL, Pour)
(Travailleurs sociaux, Pour)
(Aide aux SDF, Pour) 
"
583,721,22/06/2017,Homme,"Cette garde m'a plu autant pour la sympathie dont l'équipe a su faire preuve tout au long de la maraude mais aussi pour l'enrichissement humain qu'elle m'a apportée.   J'ai été étonné de voir comment avec des gestes très simples nous pouvons égayer la soirée de ces personnes. Un échange de parole peut suffire pour rendre le sourire à de nombreux sans domiciles souvent isolés socialement.  J'ai également noté le professionalisme de ces bénévoles (équipe de maraude) qui arrivent à franchir les barrières que les sans abris se créent au fur et à mesure de leurs isolement. Ceci etait une bonne expérience dont je pourrai tirer profit tout au long de mon exercice médical au sein des familles  déchirées par le deuil et la maladie.  En revanche il est dommage de rendre cette garde obligatoire pendant le stage d'urgence-réanimation ou nous avons déjà beaucoup de gardes et de travail, nous n'y allons pas forcément avec entrain.","(sympathie de l'équipe, Pour) (obligation de garde, Contre) (enrichissement humain, Pour)",208.0,"['Pour', 'Contre', 'Pour']","[""sympathie de l'équipe"", 'obligation de garde', 'enrichissement humain']","(sympathie de l'équipe, Pour)
(enrichissement humain, Pour)
(obligation de la garde, Contre) 
"
584,1818,29/01/2013,Homme,"La garde au SAMU Social de Paris a été une expérience enrichissante d'un point de vu relationnel et pas tellement sur le plan des soins ce qui n'était pas le but escompté. Elle montre une autre facette du métier de médecin en dévoilant la part d'assistance et de protection des membres les plus fragiles et les plus exclus de notre société.         L'équipe avec laquelle je suis parti en maraude était réellement passionnée par ce travail même si chacun d'eux reconnaissait qu'ils ne pourraient effectuer ces missions à long terme. Je pense que l'image la plus marquante de ma garde restera la vision d'un SDF dormant sur le perron d'une agence immobilière qui semblait désaffectée, appuyant bien les paradoxes de notre société.        Je n'entends pas par là blâmer notre modèle de société, conscient que certains SDF préfèrent parfois rester dans la rue et que d'autres, pour des raisons de maladie mentales évoluées ont une propension pathologique à revenir dans l'instabilité même s'ils sont accompagnées et aidés à avoir une vie stable. Néanmoins je pense qu'il est important pour un pays développé, et malgré un contexte de crise économique, d'aider et d'assister ces grands exclus.","(expérience SAMU Social, Pour)(mission à long terme, Contre)(aide aux grands exclus, Pour)",263.0,"['Pour', 'Contre', 'Pour']","['expérience SAMU Social', 'mission à long terme', 'aide aux grands exclus']","(SAMU Social de Paris, Pour)
(Aide aux SDF, Pour)
(Modèle de société, Neutre) 
"
585,2024,18/04/2012,Homme,Aucun intérêt de faire cette garde dans le cadre de la préparation de l'internat.   Elle devrait être sur la base du volontariat et non obligatoire.,"(obligation de la garde, Contre) (base du volontariat, Pour)",33.0,"['Contre', 'Pour']","['obligation de la garde', 'base du volontariat']","(garde obligatoire, Contre), (volontariat, Pour)  

"
586,59,26/10/2019,Femme,"J'ai adoré la partie double-écoute et j'ai été très surprise par les liens que les écoutantes ont réussi à tisser avec les usagers a travers le téléphone. Pour la maraudes, j'ai un peu eu l'impression de servir de taxi pour première partie de nuit puis j'ai vraiment compris l'importance de ces sorties quand nous avons aidé une dame très farouche avec un passé de toute évidence compliqué. J'ai vraiment été marquée par la bienveillance de mes encadrantes et de leur inquiétude vis à vis de la sécurité de cette dame.","(double-écoute, Pour) (maraudes, Contre) (bienveillance des encadrantes, Pour)",118.0,"['Pour', 'Contre', 'Pour']","['double-écoute', 'maraudes', 'bienveillance des encadrantes']","(double écoute, Pour), (maraudes, Neutre), (bienveillance encadrantes, Pour) 
"
587,632,23/08/2017,Homme,"garde très utile, qui permet de se rendre compte de la misère des rues de Paris.   Cette garde m'a permis de dédiaboliser ma vision des SDF (vision péjorative acquise aux urgences à mes dépens..)  L'équipe de nuit qui s'est occupée de moi était très agréable, toujours à l'écoute, ce fut un plaisir.   Ce qui m'a le plus surpris est la sympathie des SDF et le lien qu'ils ont avec l'équipe.     Aucune connaissance médicale n'est requise pour faire la garde, la mettre en P2 avant les gardes aux urgences seraient judicieux : en effet aux urgences on a une très mauvaise vision des personnes dans la rue.","(misère des rues de Paris, Neutre)(vision des SDF, Pour)(équipe de nuit, Pour)",148.0,"['Neutre', 'Pour', 'Pour']","['misère des rues de Paris', 'vision des SDF', 'équipe de nuit']","(garde, Pour)
(SDF,  Pour)
(vision des personnes dans la rue, Pour) 
"
588,1369,18/01/2015,Femme,"Il s'agissait d'une nuit où les températures étaient particulièrement basses et donc particulièrement dangereuse pour les usagers. Durant la double écoute, les appels avaient essentiellement pour objet de trouver un lieu où passer la nuit. J'ai pu voir à quel point donner une réponse était compliqué car vu le nombre extrêmement limité de places en centre on est souvent contraint à refuser ceux qui en auraient le ""moins"" besoin, quand bien même ils sont nécessiteux.  De plus j'ai pu voir a quel point l'état de santé des sans abris était relégué à un rang vraiment secondaire dans leurs proéccupations secondaires, au point qu'ils laissent évoluer leur pathologie jusqu'à un stade très avancé.","(usagers sans abri, Pour)(centres d'hébergement, Contre)(état de santé des sans abri, Pour)",146.0,"['Pour', 'Contre', 'Pour']","['usagers sans abri', ""centres d'hébergement"", 'état de santé des sans abri']","(températures basses, Contre)
(nombre de places en centre, Contre)
(état de santé des sans abri, Contre) 
"
589,593,08/09/2017,Femme,"J'ai trouvé cette nuit interessante et humainement très enrichissante. Nous avons rencontré une femme d'une cinquantaine d'année puis un jeune homme d'une vingtaine d'année que nous avons déposé au centre d'accueil Robert André pour qu'ils puissent y passer la nuit. J'ai été impressionnée par l'implication des équipes dans leur travail, on sent vraiment qu'ils aiment ce qu'ils font même si les conditions de travail ne sont pas optimales.. Ils entretiennent une relation particulière avec tous les gens que l'on croise, notamment les ""habitués"" qui font appel au 115 depuis des mois ou des années, avec qui il s'instaure une relation de confiance. Cette relation est indispensable pour l'orientation vers des professionnels de la santé et l'accès aux aides sociales voire une éventuelle réinsertion sociale.  J'ai aussi été marquée par le nombre de demandes d'hébergements qui ne peuvent pas être satisfaites, les centres d'accueil étant très vite saturés, et par la proportion de familles dans la rue qui augmente constamment.","(implication des équipes de travail, Pour)(relation de confiance avec les habitués, Pour)(augmentation des demandes d'hébergements non satisfaites, Contre)",217.0,"['Pour', 'Pour', 'Contre']","['implication des équipes de travail', 'relation de confiance avec les habitués', ""augmentation des demandes d'hébergements non satisfaites""]","(Centre d'accueil Robert André, Pour), (implication des équipes, Pour), (nombre de demandes qui ne peuvent être satisfaites, Contre) 
"
590,1966,28/05/2012,Femme,"Ma garde au SAMU social, pour moi, ça restera cet homme. Seul, aucune affaire avec lui, juste sa bouteille de vin. L'équipe le connait bien, mais à l'arrivée tout le monde hésite, il a perdu tellement de poids... est-ce bien lui? Un épicier nous fait signe, c'est lui qui a fait le signalement, tout sourire, il est content de nous voir arriver si vite, nous dit-il, il est inquiet pour Philippe, c'est lui qui a fait le signalement. Notre homme est tombé sur la tête à plusieurs reprises aujourd'hui, et devant l'ensemble du tableau : des douleurs à chaque mouvement : aux côtes, au poignet qu'il semble s'être fracturé, des lésions ulcéreuses au niveau du tibia, l'infirmier de l'équipe décide d'essayer de lui trouver une place en lit infirmier. La maraude pour moi, ça restera Philippe qui nous raconte dans le camion, les attaques qu'il subit par les jeunes du quartier, et qui l'ont obligé à ""déménager"", ses amoureuses, et ses enfants, oui, ses enfants, scolarisés, dont il a l'air très fier, la plus grande qui entre au collège... Un petit fragment de vie ""normale"" qui le rattache au monde qui court à ses pieds, trop vite pour lui.","(État de santé de Philippe, Neutre) (Réactions de l'épicier, Neutre) (Vies personnelles de sans-abris, Neutre)",284.0,"['Neutre', 'Neutre', 'Neutre']","['État de santé de Philippe', ""Réactions de l'épicier"", 'Vies personnelles de sans-abris']","(Philippe, Pour)
(Équipe SAMU, Neutre)
(Jeunes du quartier, Contre) 
"
591,940,02/08/2016,Femme,"Cette nuit au SAMU social de Paris m'a fait découvrir deux aspects du monde médical que je ne connaissais pas.   En effet dans un premier temps, j'ai beaucoup apprécié cette approche du soin médical. Soigner des patients sans domicile fixe m'a fait me sentir utile envers cette catégorie de personnes défavorisées. Cela m'a montré que nous vivons réellement de meilleure manière.   Mais cette prise de conscience me laisse également penser que le système est hypocrite. En effet, le principe du SAMU social n'etant pas de soigner ces personnes et l'hôpital n'ayant pas assez de moyens pour accueillir plus de monde on se trouve face à une situation compliquee. Le SAMU social doit tout mettre en oeuvre pour soigner ces personnes ce qui à mon sens dévalorise l'hôpital.   Cette expérience restera très enrichissante.","(approche du soin médical, Pour)(système hypocrite, Contre)(manque de moyens pour l'hôpital, Contre)",173.0,"['Pour', 'Contre', 'Contre']","['approche du soin médical', 'système hypocrite', ""manque de moyens pour l'hôpital""]","(Approche du soin médical, Pour), (Système médical, Contre), (Système hospitalier, Contre) 
"
592,905,10/09/2016,Homme,"J'ai trouvé cette garde au SAMU SOCIAL utile et très intéressante dans le cadre de nos études. Etant en stage actuellement aux urgences, je vois beaucoup de personne en exclusion social, SDF ou autres. Cette nuit m'a permis de prendre conscience du travail qui existait pour venir en aide aux personnes les plus défavorisés sur un plan médical et surtout social. Je pense que c'est important de connaitre les démarches possibles pour notre futur carrière de médecin, connaitre les numéros à appeller et les moyens mis à disposition pour permettre par exemple à des personnes sans abris de dormir au chaud de temps en temps. Toute l'équipe était accueillante, pédagogue et très sympathique. J'ai été notamment impressionné par la qualité de la collaboration pluridisciplinaire (infirmier, travailleur social, chauffeur) de ces maraudeurs, chacun occupant un rôle important sans marcher sur les autres.","(expérience au SAMU SOCIAL, Pour) (travail auprès des personnes défavorisées, Pour) (collaboration pluridisciplinaire, Pour)",183.0,"['Pour', 'Pour', 'Pour']","['expérience au SAMU SOCIAL', 'travail auprès des personnes défavorisées', 'collaboration pluridisciplinaire']","(SAMU SOCIAL, Pour) (Collaboration pluridisciplinaire, Pour) (Accueil aux personnes sans abris, Pour) 
"
593,1747,15/06/2013,Femme,"22h, 10ème arrondissement,  3 sans abris nous font signes. En plus de son sac à dos personnel, un des trois tiens dans sa main un gros balluchon blanc. Ils l'ont trouvé dans le métro, caché.... Surement par un vendeur à la sauvette. Lorsqu'ils l'ouvrent, le balluchon contient plusieurs fausses fleurs en plastiques qui s'illuminent et changent de couleur et l'un d'entre eux nous les offre à moi et l'assistante sociale. Il a régné pendant cette nuit une ambiance bollywoodienne et joyeuse dans le camion, avec toutes ces fleurs que nous avions disposées à l'avant, malgré la situation dans laquelle se trouvaient ces personnes. Je leur dois ce souvenir et la conviction que le rire et la gentillesse se donnent meme dans les situations les plus précaires.","(sans abris, Neutre) (fleurs en plastique illuminées, Pour) (rire et gentillesse dans les situations précaires, Pour)",183.0,"['Neutre', 'Pour', 'Pour']","['sans abris', 'fleurs en plastique illuminées', 'rire et gentillesse dans les situations précaires']","(sans-abri, Pour)
(joyeuseté, Pour)
(précarité, Neutre) 


"
594,2210,31/08/2011,Femme,"La garde au Samu Social est intéressante car différente de toutes nos gardes habituelles. C'est une expérience humaine certaine, cependant du point de vue de notre formation médicale elle n'apporte aucune dividende...  Son caractère obligatoire enlève beaucoup aux principaux intérêts de cette garde ""humanitaire""qui ne serait être entière qu'une fois sa dimension gracieuse rendue.    En ce qui concerne mon ressenti, c'est très diversifié;il y a de l'étonnement (le SDF ne répond pas du tout à un style particulier), de la peine.  Je trouve que ce que fait le Samu social et son personnel sont admirables.Néanmoins, c'est dommage que leur prise en charge ne s'inscrive pas dans la durée, on propose à ces personnes dans le besoin une nuit à l'abri, mais on ne les aide pas vraiment à prendre conscience du fait qu'elles doivent se prendre en main, réagir!","(garde au Samu Social, Neutre) (expérience humaine au Samu Social, Pour) (dimension obligatoire de la garde, Contre)",192.0,"['Neutre', 'Pour', 'Contre']","['garde au Samu Social', 'expérience humaine au Samu Social', 'dimension obligatoire de la garde']","(Le Samu Social, Pour)
(La formation médicale, Contre)
(La prise en charge des SDF, Contre) 
"
